,CustomerID,Periodicity,Recency,threshold_annulation,purchase_amount,purchasing
267130,14062.0,4,11,0.0,898.44,1
267136,13821.0,7,166,0.0,115.49,1
267153,15845.0,3,39,0.2,563.42,1
267174,16398.0,5,166,0.5,-54.75000000000001,0
267177,20521.0,12,166,0.0,332.03999999999996,1
267209,20522.0,9,166,0.0,562.5,1
267254,20523.0,13,166,0.0,321.44999999999993,1
267284,20524.0,8,166,0.0,526.7999999999998,1
267336,20525.0,27,166,0.0,148.37,1
267350,16681.0,9,94,0.0,456.84,1
267359,20526.0,11,166,0.0,500.34,1
267395,20527.0,46,166,0.0,51.0,1
267403,20528.0,8,166,0.0,645.3499999999999,1
267453,17593.0,2,9,0.16666666666666666,747.7800000000002,1
267484,14911.0,1,8,0.1862348178137652,800.4599999999997,1
267551,14159.0,1,19,0.21428571428571427,-1.45,0
267552,14397.0,4,22,0.17391304347826086,47.7,1
267553,16511.0,3,43,0.0,241.95000000000002,1
267594,15527.0,3,11,0.2,-16.85,0
267596,20529.0,365,166,1.0,0.0,0
267597,20530.0,365,166,1.0,0.0,0
267601,17706.0,1,23,0.22727272727272727,-9.2,0
267603,15906.0,3,41,0.125,114.55000000000001,1
267609,16875.0,3,86,0.4444444444444444,333.11,1
267622,15527.0,3,11,0.2,183.5,1
267633,20531.0,365,166,1.0,0.0,0
267634,14159.0,1,19,0.21428571428571427,337.42999999999995,1
267726,12744.0,2,73,0.3,3949.32,1
267801,13488.0,1,24,0.23529411764705882,272.81000000000006,1
267820,13488.0,1,24,0.23529411764705882,150.78,1
267830,12589.0,11,50,0.0,131.5,1
267840,16705.0,2,11,0.3103448275862069,1585.94,1
267873,14390.0,2,29,0.3076923076923077,-16.2,0
267875,16859.0,6,128,0.6,487.96999999999997,1
267909,20532.0,365,166,0.0,12.75,1
267910,17841.0,1,12,0.26627218934911245,728.0600000000007,1
268027,17448.0,365,166,1.0,-4287.63,0
268028,20533.0,365,166,0.0,4287.63,1
268029,14733.0,2,11,0.2,378.16,1
268042,17389.0,2,22,0.20930232558139536,119.39999999999999,1
268043,16762.0,5,41,0.0,314.15000000000003,1
268057,14583.0,2,27,0.0,310.4899999999999,1
268120,20534.0,365,166,1.0,-9.72,0
268121,14667.0,1,17,0.07407407407407407,179.41000000000003,1
268139,20535.0,365,166,1.0,0.0,0
268140,20536.0,365,166,1.0,0.0,0
268141,12930.0,14,100,0.5,-2.95,0
268143,13911.0,3,79,0.0,217.6,1
268151,14808.0,2,61,0.4666666666666667,470.84,1
268202,14390.0,2,29,0.3076923076923077,556.5799999999999,1
268241,15125.0,3,47,0.34782608695652173,-55.34,0
268243,18087.0,53,120,0.5,-244.79999999999998,0
268246,17652.0,2,47,0.3333333333333333,364.13999999999993,1
268267,12731.0,2,21,0.14285714285714285,1734.5800000000002,1
268299,20537.0,365,166,1.0,0.0,0
268300,20538.0,365,166,1.0,0.0,0
268301,20539.0,365,166,1.0,0.0,0
268302,20540.0,365,166,1.0,0.0,0
268303,20541.0,365,166,1.0,0.0,0
268304,20542.0,365,166,1.0,0.0,0
268305,20543.0,365,166,1.0,0.0,0
268306,20544.0,365,166,1.0,0.0,0
268307,20545.0,365,166,1.0,0.0,0
268308,13564.0,5,11,0.4,-550.64,0
268309,16717.0,2,23,0.3333333333333333,-530.47,0
268340,17213.0,3,10,0.36363636363636365,530.47,1
268371,20546.0,365,166,0.0,550.64,1
268372,12748.0,1,8,0.06696428571428571,207.94,1
268399,13564.0,5,11,0.4,550.64,1
268401,15152.0,2,31,0.1875,304.5200000000001,1
268418,14798.0,31,74,0.0,21.72,1
268420,16011.0,2,19,0.0,147.18,1
268429,17809.0,6,28,0.2,-717.23,0
268430,20547.0,365,166,0.0,717.23,1
268431,15369.0,365,166,1.0,-1592.49,0
268432,20548.0,365,166,0.0,1592.49,1
268433,16746.0,1,15,0.05263157894736842,300.18,1
268450,20549.0,365,166,1.0,0.0,0
268451,20550.0,365,166,1.0,0.0,0
268452,20551.0,365,166,1.0,0.0,0
268453,14038.0,4,100,0.25,370.09999999999997,1
268473,20552.0,365,166,1.0,0.0,0
268474,20553.0,365,166,1.0,0.0,0
268475,20554.0,365,166,1.0,0.0,0
268476,13154.0,365,166,1.0,-611.86,0
268477,20555.0,365,166,0.0,611.86,1
268478,13327.0,4,22,0.1111111111111111,484.09999999999997,1
268493,20556.0,2,166,0.0,1721.7700000000018,1
268732,20557.0,1,166,0.0,2953.590000000008,1
269176,17603.0,25,72,0.8,-294.92,0
269177,17603.0,25,72,0.8,-705.45,0
269178,13940.0,8,39,0.0,218.62,1
269193,20558.0,365,166,0.0,294.92,1
269194,20559.0,365,166,0.0,705.45,1
269195,20560.0,365,166,1.0,0.0,0
269196,14029.0,25,85,0.0,165.2,1
269202,15860.0,3,25,0.0,120.23000000000002,1
269216,14776.0,3,73,0.15384615384615385,201.96,1
269223,13764.0,2,92,0.0,445.74000000000007,1
269292,14156.0,1,28,0.16666666666666666,11134.34,1
269352,14156.0,1,28,0.16666666666666666,532.3199999999999,1
269355,13756.0,3,15,0.06666666666666667,525.0300000000001,1
269368,12840.0,4,165,0.3333333333333333,576.0,1
269391,14732.0,3,30,0.2,335.09999999999997,1
269405,14117.0,122,165,0.0,90.0,1
269408,14911.0,1,8,0.1862348178137652,1527.0000000000002,1
269476,12682.0,1,22,0.0,99.6,1
269481,13209.0,2,15,0.2727272727272727,1198.3799999999997,1
269534,12947.0,4,16,0.45454545454545453,224.3,1
269548,12971.0,2,10,0.033707865168539325,220.15,1
269549,12431.0,2,14,0.16666666666666666,483.0200000000001,1
269572,12705.0,2,14,0.35714285714285715,-3.9,0
269573,12955.0,2,23,0.21428571428571427,355.54,1
269588,12415.0,1,46,0.19230769230769232,158.65000000000006,1
269645,20561.0,365,165,0.0,20.4,1
269646,16713.0,1,11,0.2857142857142857,460.1400000000002,1
269678,17975.0,2,17,0.07142857142857142,131.66,1
269693,16475.0,14,110,0.0,91.39999999999999,1
269697,17682.0,4,25,0.14285714285714285,362.82000000000005,1
269716,13081.0,1,23,0.47619047619047616,4406.610000000001,1
269894,15462.0,34,116,0.0,64.8,1
269896,15727.0,2,16,0.0,470.9499999999999,1
269926,16401.0,2,23,0.4,-6.18,0
269928,16488.0,12,55,0.25,-6.6,0
269930,14911.0,1,8,0.1862348178137652,390.98,1
269955,13167.0,6,40,0.0,242.91000000000003,1
269968,16626.0,2,22,0.15,123.15,1
269975,17779.0,5,43,0.4,323.09000000000003,1
270009,16128.0,5,39,0.0,306.4,1
270027,16745.0,2,108,0.05555555555555555,513.4799999999999,1
270052,12415.0,1,46,0.19230769230769232,-158.64999999999998,0
270109,12569.0,2,24,0.08571428571428572,60.650000000000006,1
270113,12569.0,2,24,0.08571428571428572,105.6,1
270119,17867.0,5,52,0.25,232.05,1
270121,17419.0,2,24,0.14285714285714285,614.1999999999999,1
270150,17867.0,5,52,0.25,121.38000000000001,1
270151,12664.0,10,30,0.1,653.9,1
270160,18041.0,1,22,0.045454545454545456,109.01000000000002,1
270183,12971.0,2,10,0.033707865168539325,-220.15,0
270184,15311.0,1,8,0.2288135593220339,750.9300000000001,1
270224,13991.0,5,34,0.14285714285714285,126.35,1
270231,16232.0,10,54,0.2,358.57,1
270243,14178.0,2,30,0.0,115.52000000000004,1
270300,13089.0,1,11,0.17796610169491525,-27.6,0
270304,18101.0,9,33,0.0,110.22999999999999,1
270317,12921.0,1,23,0.26,-3.3,0
270318,16145.0,2,11,0.3888888888888889,-9.25,0
270321,17738.0,4,41,0.2,-15.7,0
270323,17651.0,2,33,0.2857142857142857,-18.37,0
270325,15713.0,19,17,0.3333333333333333,185.55,1
270335,14911.0,1,8,0.1862348178137652,-18.25,0
270337,12468.0,10,165,0.3333333333333333,-5.5,0
270339,20562.0,365,165,1.0,0.0,0
270340,12662.0,2,22,0.08333333333333333,431.6600000000001,1
270370,20563.0,5,165,0.0,3342.9500000000007,1
270452,13895.0,4,43,0.2,554.84,1
270482,12480.0,3,50,0.0,557.6800000000001,1
270519,16112.0,23,165,0.0,36.56,1
270523,17735.0,1,24,0.0,729.0699999999999,1
270557,17065.0,365,165,1.0,-112.35,0
270558,20564.0,365,165,0.0,112.35,1
270559,14437.0,61,22,0.5,-106.4,0
270560,20565.0,365,165,0.0,106.4,1
270561,17287.0,3,24,0.0,202.06999999999996,1
270588,18223.0,2,10,0.48148148148148145,471.27,1
270602,20566.0,365,165,1.0,0.0,0
270603,15867.0,1,11,0.0625,566.1300000000001,1
270651,14088.0,1,32,0.07142857142857142,8801.510000000004,1
270735,12901.0,3,30,0.2,611.76,1
270741,12875.0,183,19,0.0,49.470000000000006,1
270742,20567.0,365,165,1.0,0.0,0
270743,13827.0,4,79,0.0,112.74000000000004,1
270771,13941.0,8,28,0.2857142857142857,-124.95,0
270772,13631.0,31,121,0.08333333333333333,667.2,1
270773,13631.0,31,121,0.08333333333333333,60.0,1
270774,13767.0,1,15,0.28846153846153844,-6.25,0
270776,15249.0,2,53,0.13333333333333333,-22.65,0
270781,12560.0,4,27,0.25,1292.31,1
270857,20568.0,365,165,0.0,1.65,1
270858,13225.0,11,18,0.125,557.6800000000001,1
270860,16656.0,5,21,0.2857142857142857,814.48,1
270865,13199.0,4,15,0.02564102564102564,186.20000000000002,1
270871,17096.0,8,31,0.42857142857142855,310.45,1
270885,14609.0,92,94,0.0,191.16,1
270886,20569.0,365,165,1.0,0.0,0
270887,16764.0,1,25,0.2777777777777778,176.68000000000004,1
270959,13629.0,7,45,0.0,336.35999999999996,1
270979,18180.0,4,26,0.0,300.65,1
270998,15251.0,4,31,0.26666666666666666,464.71999999999997,1
271003,17306.0,6,10,0.09523809523809523,611.24,1
271007,17422.0,3,38,0.4,293.07,1
271026,12510.0,12,164,0.0,301.52,1
271030,16271.0,3,15,0.16666666666666666,-5.95,0
271031,16133.0,1,25,0.2826086956521739,421.44000000000005,1
271043,12521.0,10,164,0.0,599.6800000000001,1
271081,13854.0,4,8,0.13793103448275862,313.76,1
271085,15587.0,41,8,0.0,111.96,1
271087,17866.0,37,164,0.5,329.65,1
271096,17866.0,37,164,0.5,-3.95,0
271097,16271.0,3,15,0.16666666666666666,460.39000000000004,1
271143,15802.0,122,164,0.6666666666666666,-451.42,0
271144,18102.0,1,22,0.03225806451612903,2365.91,1
271151,18102.0,1,22,0.03225806451612903,-3060.6,0
271152,18102.0,1,22,0.03225806451612903,710.25,1
271159,17581.0,1,8,0.1935483870967742,-13.38,0
271162,15529.0,1,21,0.08333333333333333,466.86999999999995,1
271252,15802.0,122,164,0.6666666666666666,451.42,1
271253,16393.0,2,19,0.35,-3.73,0
271256,16255.0,2,22,0.2,-5.61,0
271258,20570.0,365,164,0.0,451.42,1
271259,15632.0,3,37,0.2,385.56999999999994,1
271274,14606.0,1,9,0.2734375,-23.37,0
271276,16393.0,2,19,0.35,153.34,1
271299,15039.0,1,17,0.09615384615384616,312.90000000000003,1
271327,16807.0,6,164,0.0,469.75999999999993,1
271357,13136.0,3,22,0.5454545454545454,533.04,1
271386,14704.0,1,33,0.0,111.04000000000006,1
271424,13136.0,3,22,0.5454545454545454,119.18,1
271430,12757.0,1,37,0.3157894736842105,835.6500000000001,1
271458,14101.0,11,95,0.0,785.0,1
271463,14606.0,1,9,0.2734375,111.48999999999998,1
271495,14401.0,2,16,0.07142857142857142,227.92,1
271507,16353.0,4,11,0.0,664.8300000000002,1
271523,13217.0,53,144,0.4,-3.4,0
271524,17229.0,8,118,0.0,157.70999999999995,1
271556,16729.0,1,58,0.19230769230769232,299.2800000000001,1
271584,14646.0,1,10,0.039473684210526314,26.02,1
271594,17841.0,1,12,0.26627218934911245,193.23000000000002,1
271649,14456.0,1,27,0.35714285714285715,116.13,1
271689,16774.0,8,89,0.2,160.79999999999995,1
271701,14456.0,1,27,0.35714285714285715,26.250000000000004,1
271714,13549.0,8,47,0.125,132.95000000000002,1
271721,17675.0,1,21,0.24390243902439024,1532.7600000000002,1
271791,20571.0,365,164,1.0,0.0,0
271792,17677.0,2,17,0.3023255813953488,1682.5900000000004,1
271818,20572.0,365,164,1.0,0.0,0
271819,17677.0,2,17,0.3023255813953488,17.0,1
271820,17677.0,2,17,0.3023255813953488,29.759999999999998,1
271822,20573.0,365,164,1.0,0.0,0
271823,16464.0,2,41,0.0,384.9999999999997,1
271918,16186.0,2,29,0.07692307692307693,534.3399999999999,1
271947,16186.0,2,29,0.07692307692307693,59.699999999999996,1
271951,17962.0,11,164,0.0,102.82999999999998,1
271986,13571.0,2,34,0.0,126.58000000000001,1
272009,12520.0,3,101,0.16666666666666666,348.29,1
272028,17511.0,1,16,0.32608695652173914,5433.569999999998,1
272078,20574.0,365,164,1.0,0.0,0
272079,16149.0,21,26,0.0,163.68000000000004,1
272090,14056.0,1,23,0.20689655172413793,341.0300000000001,1
272141,15298.0,2,23,0.14285714285714285,-990.0,0
272142,15298.0,2,23,0.14285714285714285,990.0,1
272143,16013.0,3,14,0.11320754716981132,-990.0,0
272144,15260.0,5,29,0.125,345.14,1
272157,20575.0,365,164,1.0,0.0,0
272158,14755.0,2,31,0.08333333333333333,312.8999999999999,1
272174,17754.0,4,22,0.16666666666666666,310.82,1
272187,20576.0,183,164,0.0,343.35,1
272189,20577.0,1,164,0.0,3105.080000000002,1
272639,20578.0,2,164,0.0,2330.1700000000037,1
272973,20579.0,365,164,0.0,1.25,1
272974,13995.0,5,37,0.16666666666666666,408.25000000000006,1
273002,20580.0,11,163,0.0,353.52000000000004,1
273037,20581.0,14,163,0.0,332.8899999999999,1
273065,20582.0,8,163,0.0,895.16,1
273114,20583.0,7,163,0.0,806.6699999999998,1
273174,13969.0,1,22,0.1,353.02000000000004,1
273182,14769.0,1,10,0.2,337.9300000000001,1
273208,15108.0,6,163,0.2,676.8,1
273237,14051.0,2,11,0.11538461538461539,902.4,1
273245,14688.0,2,29,0.2222222222222222,116.81,1
273253,15189.0,2,23,0.22641509433962265,685.5,1
273260,14259.0,73,163,0.0,120.0,1
273265,18143.0,6,138,0.0,480.17999999999984,1
273294,17811.0,1,26,0.23529411764705882,-7.47,0
273296,20584.0,365,163,1.0,0.0,0
273297,17811.0,1,26,0.23529411764705882,146.66,1
273308,17848.0,8,15,0.0,109.44999999999999,1
273310,20585.0,365,163,1.0,-770.26,0
273311,20586.0,365,163,1.0,-21.9,0
273312,17935.0,13,160,0.0,134.57,1
273339,20587.0,365,163,1.0,-367.38,0
273340,18073.0,5,136,0.07692307692307693,512.94,1
273348,14517.0,21,55,0.0,252.45000000000002,1
273362,14298.0,1,11,0.022222222222222223,1088.8600000000004,1
273427,17694.0,25,163,0.0,283.12000000000006,1
273442,20588.0,365,163,1.0,0.0,0
273443,20589.0,365,163,1.0,0.0,0
273445,16891.0,2,23,0.0,205.65999999999997,1
273482,16523.0,2,23,0.25,484.40000000000003,1
273493,14527.0,1,11,0.05172413793103448,121.54000000000002,1
273505,14298.0,1,11,0.022222222222222223,2569.5500000000006,1
273605,14298.0,1,11,0.022222222222222223,99.0,1
273606,14298.0,1,11,0.022222222222222223,74.88,1
273608,15570.0,2,14,0.07692307692307693,301.26,1
273629,15311.0,1,8,0.2288135593220339,460.69999999999993,1
273663,13098.0,1,23,0.3170731707317073,473.09999999999997,1
273679,14410.0,2,37,0.4,-225.72000000000003,0
273720,16607.0,3,14,0.125,421.7,1
273747,20590.0,365,163,1.0,0.0,0
273748,14403.0,15,152,0.2,295.79999999999995,1
273750,13668.0,1,19,0.27586206896551724,87.30000000000001,1
273758,13668.0,1,19,0.27586206896551724,-16.95,0
273759,17660.0,9,163,0.0,196.0,1
273804,14085.0,1,8,0.05263157894736842,287.83000000000004,1
273848,12748.0,1,8,0.06696428571428571,127.83000000000003,1
273882,14407.0,5,129,0.3333333333333333,475.35999999999996,1
273906,20591.0,365,163,0.0,31.8,1
273907,14410.0,2,37,0.4,-46.2,0
273911,20592.0,365,163,1.0,0.0,0
273912,14866.0,4,23,0.07692307692307693,82.92000000000002,1
273936,13157.0,5,71,0.2,375.26,1
273954,14745.0,6,134,0.16666666666666666,20.8,1
273955,14745.0,6,134,0.16666666666666666,338.03000000000003,1
273974,13881.0,3,25,0.09090909090909091,563.07,1
273981,17677.0,2,17,0.3023255813953488,-13.5,0
273983,13562.0,5,103,0.0,606.46,1
274012,12626.0,2,45,0.3076923076923077,1159.0599999999997,1
274048,16859.0,6,128,0.6,-49.95,0
274049,14410.0,2,37,0.4,201.17999999999992,1
274089,16654.0,12,25,0.2,64.02,1
274094,15152.0,2,31,0.1875,-10.100000000000001,0
274096,17965.0,2,22,0.0,56.30000000000001,1
274105,17213.0,3,10,0.36363636363636365,312.5900000000001,1
274124,13694.0,1,11,0.13793103448275862,452.71000000000004,1
274137,13694.0,1,11,0.13793103448275862,890.0,1
274144,16188.0,6,66,0.0,189.26,1
274157,16041.0,61,52,0.0,675.0,1
274158,16041.0,61,52,0.0,2064.8,1
274162,15380.0,10,22,0.16666666666666666,352.4600000000001,1
274178,20593.0,365,163,1.0,0.0,0
274179,20594.0,365,163,1.0,0.0,0
274180,15106.0,4,39,0.2857142857142857,254.38,1
274199,13089.0,1,11,0.17796610169491525,877.3599999999996,1
274234,13804.0,3,52,0.0,310.34000000000003,1
274252,14911.0,1,8,0.1862348178137652,751.7500000000001,1
274271,13089.0,1,11,0.17796610169491525,1021.9199999999998,1
274312,15623.0,20,163,0.0,301.03,1
274331,12971.0,2,10,0.033707865168539325,139.20000000000002,1
274333,12722.0,7,107,0.3333333333333333,-46.65,0
274335,15260.0,5,29,0.125,-30.0,0
274336,20595.0,122,163,0.0,3.79,1
274339,12476.0,2,18,0.45,746.5699999999999,1
274371,17593.0,2,9,0.16666666666666666,-15.78,0
274373,18198.0,3,26,0.19047619047619047,-79.5,0
274374,14875.0,8,31,0.6,-8.95,0
274375,13468.0,2,15,0.0975609756097561,-9.870000000000001,0
274376,15827.0,3,29,0.3,173.8,1
274386,16875.0,3,86,0.4444444444444444,-12.450000000000001,0
274387,15827.0,3,29,0.3,86.24000000000001,1
274392,13590.0,5,33,0.14285714285714285,-5.800000000000001,0
274394,14733.0,2,11,0.2,-24.7,0
274396,17961.0,2,10,0.0,41.1,1
274405,14400.0,15,163,0.5,-15.0,0
274407,17175.0,6,66,0.2,310.93,1
274423,13313.0,5,44,0.0,308.59999999999997,1
274439,14911.0,1,8,0.1862348178137652,325.64,1
274449,17949.0,5,23,0.1346153846153846,833.85,1
274450,14849.0,1,15,0.10714285714285714,813.8900000000002,1
274492,15971.0,11,39,0.0,430.0,1
274493,15370.0,4,62,0.125,385.52,1
274510,16224.0,4,79,0.0,322.66999999999996,1
274532,14911.0,1,8,0.1862348178137652,260.9,1
274544,20596.0,365,162,1.0,0.0,0
274545,15061.0,1,16,0.12727272727272726,647.92,1
274549,15061.0,1,16,0.12727272727272726,1665.2,1
274559,20597.0,1,162,0.0,3814.9900000000043,1
274997,13078.0,1,16,0.3953488372093023,572.9300000000001,1
275018,14852.0,3,80,0.0,425.96,1
275039,16866.0,34,162,0.0,53.790000000000006,1
275044,15829.0,8,121,0.0,325.44,1
275070,16365.0,8,16,0.0,175.04999999999998,1
275076,15005.0,1,16,0.2,-6.25,0
275079,16722.0,2,17,0.1875,374.28000000000003,1
275093,17920.0,1,25,0.0,218.55999999999986,1
275161,20598.0,7,162,0.0,1584.3600000000006,1
275219,20599.0,365,162,1.0,0.0,0
275220,20600.0,365,162,1.0,0.0,0
275221,20601.0,365,162,1.0,0.0,0
275222,15005.0,1,16,0.2,164.91999999999993,1
275254,14209.0,5,32,0.14285714285714285,438.49999999999994,1
275269,14426.0,2,16,0.375,508.2499999999999,1
275295,14426.0,2,16,0.375,167.4,1
275303,18146.0,37,162,0.0,83.70000000000002,1
275309,16839.0,2,26,0.1282051282051282,422.4,1
275323,15815.0,8,85,0.0,480.62,1
275344,15232.0,12,135,0.0,310.36,1
275362,16107.0,12,39,0.0,318.8,1
275365,20602.0,365,162,1.0,0.0,0
275366,16859.0,6,128,0.6,-4.25,0
275367,15854.0,3,18,0.0,356.0,1
275372,15704.0,4,162,0.0,748.1400000000002,1
275413,14056.0,1,23,0.20689655172413793,-11.7,0
275414,12438.0,4,36,0.0,890.0699999999998,1
275463,18161.0,5,32,0.16666666666666666,224.94,1
275472,20603.0,61,162,0.0,20.099999999999998,1
275478,15704.0,4,162,0.0,38.16,1
275480,20604.0,122,162,0.0,5.84,1
275483,17625.0,2,40,0.0,685.0999999999998,1
275584,12627.0,2,32,0.0,768.0199999999999,1
275624,14243.0,3,14,0.2857142857142857,214.62,1
275638,20605.0,16,162,0.0,62.499999999999986,1
275661,20606.0,365,162,0.0,3.3,1
275662,16711.0,17,14,0.0,311.07000000000005,1
275670,13079.0,61,26,0.0,23.8,1
275671,15189.0,2,23,0.22641509433962265,304.87,1
275679,17961.0,2,10,0.0,134.44,1
275700,16161.0,1,16,0.2692307692307692,469.90000000000015,1
275726,15640.0,1,12,0.11764705882352941,649.4599999999999,1
275755,18150.0,10,54,0.0,185.7,1
275767,15856.0,1,8,0.12903225806451613,489.59999999999997,1
275782,18262.0,29,162,0.0,149.48,1
275795,17612.0,3,75,0.4,-3.15,0
275796,13098.0,1,23,0.3170731707317073,-9.6,0
275798,16705.0,2,11,0.3103448275862069,-23.75,0
275801,14056.0,1,23,0.20689655172413793,-0.39,0
275802,13050.0,1,11,0.39285714285714285,-15.8,0
275803,14916.0,5,92,0.2,-4.14,0
275805,15187.0,4,23,0.1111111111111111,-30.599999999999998,0
275806,13563.0,8,106,0.0,310.88,1
275845,15465.0,4,16,0.25,320.71,1
275850,14800.0,1,19,0.25,282.65999999999997,1
275870,13576.0,3,30,0.1,354.24,1
275873,12916.0,4,160,0.2,693.37,1
275899,16241.0,1,26,0.0,196.27999999999986,1
275970,17265.0,3,160,0.0,178.80999999999997,1
276020,13802.0,6,17,0.5,1468.3600000000001,1
276032,17769.0,2,34,0.16666666666666666,319.8500000000001,1
276056,12490.0,2,27,0.0,412.93000000000006,1
276080,16407.0,3,34,0.0,265.86999999999995,1
276103,13461.0,14,60,0.0,307.8,1
276108,13029.0,37,10,0.0,390.7,1
276114,14443.0,4,25,0.42857142857142855,383.12,1
276140,15506.0,3,44,0.0,209.35000000000005,1
276193,17312.0,27,160,0.0,244.79999999999998,1
276194,13137.0,1,32,0.0,301.39,1
276268,12472.0,1,26,0.46153846153846156,612.1000000000001,1
276311,17114.0,3,27,0.2,112.0,1
276324,16525.0,2,15,0.10344827586206896,452.42,1
276332,12431.0,2,14,0.16666666666666666,505.4599999999999,1
276352,15708.0,2,26,0.36363636363636365,-8.35,0
276355,16305.0,17,160,0.0,361.2199999999999,1
276377,15708.0,2,26,0.36363636363636365,632.13,1
276421,13831.0,5,26,0.0,357.4,1
276427,17522.0,5,23,0.0,124.71,1
276435,16218.0,5,30,0.125,452.0,1
276441,16948.0,20,160,0.0,194.48000000000002,1
276450,12939.0,8,86,0.0,761.76,1
276455,12864.0,122,160,0.0,147.12,1
276458,16558.0,1,14,0.16666666666666666,403.0500000000001,1
276488,16684.0,2,11,0.06666666666666667,7138.120000000002,1
276516,16684.0,2,11,0.06666666666666667,711.8400000000001,1
276523,18229.0,3,23,0.0,426.22,1
276536,16684.0,2,11,0.06666666666666667,201.6,1
276537,13477.0,5,59,0.25,133.76,1
276545,17935.0,13,160,0.0,11.22,1
276547,17724.0,9,79,0.25,373.1,1
276558,13802.0,6,17,0.5,-525.0,0
276561,17703.0,7,57,0.0,229.14,1
276578,13097.0,1,17,0.2857142857142857,-6.75,0
276579,16668.0,19,37,0.0,19.5,1
276580,12763.0,21,26,0.0,174.0,1
276582,18109.0,1,19,0.16129032258064516,136.60000000000002,1
276588,14180.0,2,15,0.1935483870967742,101.05,1
276594,16710.0,1,17,0.0,206.25,1
276634,14397.0,4,22,0.17391304347826086,99.96,1
276637,13116.0,12,139,0.5,501.14000000000004,1
276667,16570.0,3,17,0.3333333333333333,-39.599999999999994,0
276668,16782.0,2,16,0.3157894736842105,136.64999999999998,1
276675,14057.0,2,17,0.05555555555555555,440.2600000000001,1
276692,14019.0,6,68,0.25,384.29,1
276717,13408.0,1,15,0.19480519480519481,1104.31,1
276741,13037.0,8,160,0.0,303.75,1
276756,16458.0,2,17,0.0,185.00000000000003,1
276767,17696.0,3,21,0.42857142857142855,402.08,1
276780,17649.0,7,156,0.5,868.49,1
276832,16178.0,46,160,0.0,197.90000000000003,1
276840,13956.0,3,27,0.0,386.5999999999999,1
276895,20607.0,8,160,0.0,302.53999999999985,1
276943,13230.0,1,22,0.06666666666666667,148.96,1
276968,13230.0,1,22,0.06666666666666667,5.04,1
276969,13230.0,1,22,0.06666666666666667,-43.559999999999995,0
276970,14948.0,6,45,0.14285714285714285,265.2699999999999,1
276991,14367.0,1,30,0.15789473684210525,929.5300000000003,1
277041,20608.0,365,159,1.0,0.0,0
277042,15144.0,2,30,0.05555555555555555,261.42,1
277056,15144.0,2,30,0.05555555555555555,62.400000000000006,1
277059,17579.0,8,26,0.25,106.45000000000002,1
277065,20609.0,20,159,0.0,180.98,1
277084,20610.0,17,159,0.0,217.44,1
277106,17054.0,5,50,0.16666666666666666,288.49999999999994,1
277125,12540.0,1,18,0.10526315789473684,1358.3900000000006,1
277172,12474.0,1,25,0.4,513.6400000000001,1
277205,17040.0,25,159,0.0,449.7299999999999,1
277220,16099.0,10,72,0.0,273.8,1
277233,15981.0,4,46,0.0,397.20000000000005,1
277246,14194.0,1,26,0.34375,558.4899999999999,1
277272,14100.0,15,159,0.0,194.9,1
277298,15289.0,7,51,0.25,322.5300000000001,1
277327,16013.0,3,14,0.11320754716981132,241.92,1
277328,12412.0,6,96,0.0,376.24,1
277345,20611.0,365,159,1.0,0.0,0
277346,15218.0,3,32,0.0,414.2500000000001,1
277362,12576.0,5,57,0.16666666666666666,-8.850000000000001,0
277363,14246.0,5,132,0.0,520.23,1
277389,20612.0,365,159,1.0,0.0,0
277390,20613.0,365,159,1.0,0.0,0
277391,15218.0,3,32,0.0,298.2,1
277394,20614.0,365,159,1.0,0.0,0
277395,16422.0,1,11,0.2916666666666667,734.0,1
277400,14606.0,1,9,0.2734375,124.44000000000005,1
277429,17841.0,1,12,0.26627218934911245,822.8599999999999,1
277543,14775.0,7,29,0.0,294.90000000000003,1
277563,17675.0,1,21,0.24390243902439024,252.4,1
277571,13520.0,4,28,0.25,856.0,1
277583,13520.0,4,28,0.25,-120.0,0
277584,15781.0,18,47,0.25,127.95,1
277590,17719.0,2,59,0.16666666666666666,233.51,1
277601,15835.0,8,66,0.0,187.20000000000002,1
277610,17364.0,1,22,0.08333333333333333,531.9599999999998,1
277640,16249.0,6,74,0.0,331.73999999999995,1
277658,14344.0,6,15,0.0,126.75,1
277662,16841.0,4,58,0.14285714285714285,317.82,1
277687,16027.0,22,113,0.14285714285714285,150.85,1
277692,16557.0,34,46,0.0,101.15,1
277698,17631.0,10,23,0.0,113.95,1
277706,15129.0,5,72,0.0,299.4,1
277712,16033.0,1,17,0.25925925925925924,441.1399999999998,1
277770,13296.0,73,159,0.0,87.4,1
277775,13814.0,7,78,0.3333333333333333,617.54,1
277806,14796.0,1,18,0.37037037037037035,564.0299999999996,1
277908,14342.0,16,43,0.3333333333333333,110.14,1
277912,16364.0,7,33,0.0,347.5499999999999,1
277946,16161.0,1,16,0.2692307692307692,-43.75,0
277947,13695.0,5,53,0.0,95.28,1
277952,14692.0,6,159,0.2,111.25,1
277966,17705.0,4,25,0.1,135.0,1
277975,14232.0,4,53,0.375,311.76,1
277991,12836.0,3,81,0.0,451.13,1
278015,17693.0,21,158,0.6666666666666666,200.47,1
278031,13110.0,3,53,0.125,302.71,1
278054,13110.0,3,53,0.125,7.040000000000001,1
278056,15372.0,14,159,0.0,2007.4,1
